,E(T),K,PFV1(K),PFV2(K),PMC(K),Pr(K),buffer_size_activation,buffer_size_activation_value,integral,nmeantimes,nparticles,rep,seed
14,132.14341464347902,10.0,0.00034998471312380064,0.0023648530360745263,0.0003736977214603248,0.0004885197850512946,0.6,6.0,0.04624817506519744,30.0,400.0,7.0,1723.0
14,136.71423136862072,10.0,0.0003144364458832091,0.0030426427381126655,0.000524249159552928,0.0004885197850512946,0.6,6.0,0.04298793701320384,30.0,400.0,8.0,1724.0
15,4.055394783278675,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,200.0,1.0,1717.0
15,4.021136348653811,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,200.0,2.0,1718.0
15,3.8551036312104667,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,200.0,3.0,1719.0
15,3.969459380613107,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,200.0,4.0,1720.0
15,3.9384535290576914,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,200.0,5.0,1721.0
15,4.020884849541768,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,200.0,6.0,1722.0
15,3.979629925368623,20.0,1.7122395285123682e-06,0.0,0.0,4.768373855769089e-07,1.0,1.0,6.814079667066882e-06,30.0,200.0,7.0,1723.0
15,3.9930085422596093,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,200.0,8.0,1724.0
16,3.9832029613734163,20.0,2.4557513565511046e-07,0.0,0.0,4.768373855769089e-07,1.0,1.0,9.781756075811145e-07,30.0,400.0,1.0,1717.0
16,3.9866749837064472,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,400.0,2.0,1718.0
16,3.917666996321196,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,400.0,3.0,1719.0
16,3.92095351756613,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,400.0,4.0,1720.0
16,3.9745414285551415,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,400.0,5.0,1721.0
16,4.057500198196684,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,400.0,6.0,1722.0
16,3.931770510936232,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,400.0,7.0,1723.0
16,3.9892569261056874,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,400.0,8.0,1724.0
17,7.963004596347493,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,200.0,1.0,1717.0
17,8.046267312908075,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,200.0,2.0,1718.0
17,7.9547217131350125,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,200.0,3.0,1719.0
17,8.258831230632289,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,200.0,4.0,1720.0
17,8.07117413058166,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,200.0,5.0,1721.0
17,7.836102127785726,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,200.0,6.0,1722.0
17,8.031514615507863,20.0,1.5178143010105172e-06,0.0,0.0,4.768373855769089e-07,0.1,2.0,1.219034774219282e-05,30.0,200.0,7.0,1723.0
17,7.862733073520956,20.0,1.3552060862968863e-06,0.0,0.0,4.768373855769089e-07,0.1,2.0,1.0655623716163422e-05,30.0,200.0,8.0,1724.0
18,7.986595368837319,20.0,1.2703435054365393e-06,0.0,0.0,4.768373855769089e-07,0.1,2.0,1.014571955735203e-05,30.0,400.0,1.0,1717.0
18,7.917745524407711,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,400.0,2.0,1718.0
18,7.991759304833597,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,400.0,3.0,1719.0
18,8.009972946063646,20.0,2.2923551019590784e-07,0.0,0.0,4.768373855769089e-07,0.1,2.0,1.8361702349463189e-06,30.0,400.0,4.0,1720.0
18,7.856034455618392,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,400.0,5.0,1721.0
18,8.026602000017055,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,400.0,6.0,1722.0
18,7.951947682641344,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,400.0,7.0,1723.0
18,7.934492039151361,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,400.0,8.0,1724.0
19,31.739013441366357,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.0,30.0,200.0,1.0,1717.0
19,33.921087731769035,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.0,30.0,200.0,2.0,1718.0
19,36.71136508057719,20.0,7.120493509855392e-07,0.0,0.0,4.768373855769089e-07,0.2,4.0,2.6140303679418174e-05,30.0,200.0,3.0,1719.0
19,34.13841619378948,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.0,30.0,200.0,4.0,1720.0
19,37.104233461186254,20.0,8.03083796179333e-07,0.0,0.0,4.768373855769089e-07,0.2,4.0,2.9797808662333693e-05,30.0,200.0,5.0,1721.0
19,33.38842028694029,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.0,30.0,200.0,6.0,1722.0
19,34.049226943154075,20.0,1.2993632349360182e-06,0.0,0.0,4.768373855769089e-07,0.2,4.0,4.424231366792731e-05,30.0,200.0,7.0,1723.0
19,32.64745843473782,20.0,2.6640627747408395e-06,0.0,0.0,4.768373855769089e-07,0.2,4.0,8.697487870588386e-05,30.0,200.0,8.0,1724.0
20,32.34515142304137,20.0,5.546890027703497e-06,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.00017941499787302775,30.0,400.0,1.0,1717.0
20,34.038621206359004,20.0,3.444139235525802e-08,0.0,0.0,4.768373855769089e-07,0.2,4.0,1.1723375082002167e-06,30.0,400.0,2.0,1718.0
20,33.65078353381148,20.0,8.613511700591785e-08,0.0,0.0,4.768373855769089e-07,0.2,4.0,2.898514177025665e-06,30.0,400.0,3.0,1719.0
20,33.343803077922125,20.0,1.0925546842023755e-06,0.0,0.0,4.768373855769089e-07,0.2,4.0,3.6429928241905405e-05,30.0,400.0,4.0,1720.0
20,35.282792001120605,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.0,30.0,400.0,5.0,1721.0
20,32.17056154401942,20.0,2.0193423167892415e-07,0.0,0.0,4.768373855769089e-07,0.2,4.0,6.4963376280711055e-06,30.0,400.0,6.0,1722.0
20,34.388963055453615,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.0,30.0,400.0,7.0,1723.0
20,33.192355329895676,20.0,8.955063650714173e-07,0.0,0.0,4.768373855769089e-07,0.2,4.0,2.972396546963376e-05,30.0,400.0,8.0,1724.0
21,334.2474003586429,20.0,2.3377821354066655e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,7.813976013645548e-05,30.0,200.0,1.0,1717.0
21,478.0208112988928,20.0,6.903730223841773e-08,0.0,0.0,4.768373855769089e-07,0.4,8.0,3.300126722589531e-05,30.0,200.0,2.0,1718.0
21,1118.8808025007918,20.0,8.072346338898223e-08,0.0,0.0,4.768373855769089e-07,0.4,8.0,9.031993349730772e-05,30.0,200.0,3.0,1719.0
21,413.9150311556576,20.0,4.538482797632991e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00018785462485816754,30.0,200.0,4.0,1720.0
21,554.2941263348844,20.0,6.38478000161425e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00035390460528352127,30.0,200.0,5.0,1721.0
21,374.7850254081226,20.0,1.3669990185211436e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,5.1233076188932546e-05,30.0,200.0,6.0,1722.0
21,567.4096938945427,20.0,1.7360388430363815e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,9.850452685163093e-05,30.0,200.0,7.0,1723.0
21,589.9390206402082,20.0,2.3214700280426252e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.0001369525754789063,30.0,200.0,8.0,1724.0
22,431.508894123996,20.0,2.989746920433478e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00012901023873468728,30.0,400.0,1.0,1717.0
22,448.32265673123277,20.0,2.3462605675815771e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00010518817710419028,30.0,400.0,2.0,1718.0
22,773.6220913069732,20.0,4.214639020460591e-08,0.0,0.0,4.768373855769089e-07,0.4,8.0,3.260537853112695e-05,30.0,400.0,3.0,1719.0
22,539.3225635545675,20.0,3.5535291962367916e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00019164984757804283,30.0,400.0,4.0,1720.0
22,465.31703766510236,20.0,4.599520660117341e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00021402353282452374,30.0,400.0,5.0,1721.0
22,400.65749813577213,20.0,1.0152732870066698e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,4.0677685509617404e-05,30.0,400.0,6.0,1722.0
22,446.78808247829915,20.0,2.0287193363917738e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,9.064076221931281e-05,30.0,400.0,7.0,1723.0
22,488.2158164563667,20.0,4.577131234158299e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00022346278625125313,30.0,400.0,8.0,1724.0
23,5121.765598808775,20.0,1.563567602279361e-07,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.0008008226756766353,30.0,200.0,1.0,1717.0
23,11999.070864382971,20.0,2.451161692062987e-07,0.0,,4.768373855769089e-07,0.6,12.0,0.0029411662843124658,30.0,200.0,2.0,1718.0
23,11999.07175952899,20.0,1.5683279120214105e-07,0.0,,4.768373855769089e-07,0.6,12.0,0.0018818479158817173,30.0,200.0,3.0,1719.0
23,3087.4458402878486,20.0,9.369409042058576e-07,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.0028927542972859107,30.0,200.0,4.0,1720.0
23,1479.8942263676356,20.0,1.256053768779459e-06,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.0018588267204240304,30.0,200.0,5.0,1721.0
23,11999.940972598639,20.0,1.9312915842276897e-07,0.0,,4.768373855769089e-07,0.6,12.0,0.002317538501160879,30.0,200.0,6.0,1722.0
23,2695.3713113635927,20.0,6.987768988997236e-07,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.0018834632063379328,30.0,200.0,7.0,1723.0
23,11999.33168488298,20.0,7.301000509341857e-08,0.0,,4.768373855769089e-07,0.6,12.0,0.0008760712674309251,30.0,200.0,8.0,1724.0
24,7444.257301792011,20.0,2.816219309271978e-07,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.0020964661156495576,30.0,400.0,1.0,1717.0
24,3235.87906623342,20.0,6.586195144203624e-07,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.002131213099325671,30.0,400.0,2.0,1718.0
24,14768.580289599224,20.0,2.4429816265566146e-07,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.003607937029781707,30.0,400.0,3.0,1719.0
24,3087.4458402878486,20.0,1.173925812519778e-06,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.003624432366670722,30.0,400.0,4.0,1720.0
24,1537.1928221625146,20.0,1.9650258668715777e-06,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.0030206236579186623,30.0,400.0,5.0,1721.0
24,1724.1293625093551,20.0,1.6736594998251226e-06,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.002885605486491215,30.0,400.0,6.0,1722.0
24,2695.3713113635927,20.0,1.4475664196417712e-06,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.0039017289987957416,30.0,400.0,7.0,1723.0
24,14891.928180140634,20.0,1.0182005831058805e-07,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.0015162969956590087,30.0,400.0,8.0,1724.0
25,4.055394783278675,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,200.0,1.0,1717.0
25,4.021136348653811,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,200.0,2.0,1718.0
25,3.8551036312104667,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,200.0,3.0,1719.0
25,3.969459380613107,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,200.0,4.0,1720.0
25,3.9384535290576914,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,200.0,5.0,1721.0
25,4.020884849541768,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,200.0,6.0,1722.0
25,3.979629925368623,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,200.0,7.0,1723.0
25,3.9930085422596093,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,200.0,8.0,1724.0
26,3.9832029613734163,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,400.0,1.0,1717.0
26,3.9866749837064472,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,400.0,2.0,1718.0
26,3.917666996321196,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,400.0,3.0,1719.0
26,3.92095351756613,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,400.0,4.0,1720.0
26,3.9745414285551415,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,400.0,5.0,1721.0
26,4.057500198196684,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,400.0,6.0,1722.0
26,3.931770510936232,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,400.0,7.0,1723.0
26,3.9892569261056874,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,30.0,400.0,8.0,1724.0
27,31.739013441366357,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,200.0,1.0,1717.0
27,33.921087731769035,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,200.0,2.0,1718.0
27,36.71136508057719,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,200.0,3.0,1719.0
27,34.13841619378948,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,200.0,4.0,1720.0
27,37.104233461186254,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,200.0,5.0,1721.0
27,33.38842028694029,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,200.0,6.0,1722.0
27,34.049226943154075,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,200.0,7.0,1723.0
27,32.64745843473782,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,200.0,8.0,1724.0
28,32.34515142304137,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,400.0,1.0,1717.0
28,34.038621206359004,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,400.0,2.0,1718.0
28,33.65078353381148,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,400.0,3.0,1719.0
28,33.343803077922125,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,400.0,4.0,1720.0
28,35.282792001120605,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,400.0,5.0,1721.0
28,32.17056154401942,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,400.0,6.0,1722.0
28,34.388963055453615,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,400.0,7.0,1723.0
28,33.192355329895676,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,30.0,400.0,8.0,1724.0
29,334.2474003586429,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,200.0,1.0,1717.0
29,478.0208112988928,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,200.0,2.0,1718.0
29,1118.8808025007918,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,200.0,3.0,1719.0
29,413.9150311556576,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,200.0,4.0,1720.0
29,554.2941263348844,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,200.0,5.0,1721.0
29,374.7850254081226,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,200.0,6.0,1722.0
29,567.4096938945427,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,200.0,7.0,1723.0
29,589.9390206402082,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,200.0,8.0,1724.0
30,431.508894123996,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,400.0,1.0,1717.0
30,448.32265673123277,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,400.0,2.0,1718.0
30,773.6220913069732,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,400.0,3.0,1719.0
30,539.3225635545675,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,400.0,4.0,1720.0
30,465.31703766510236,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,400.0,5.0,1721.0
30,400.65749813577213,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,400.0,6.0,1722.0
30,446.78808247829915,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,400.0,7.0,1723.0
30,488.2158164563667,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,30.0,400.0,8.0,1724.0
31,11999.9131637216,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,30.0,200.0,1.0,1717.0
31,11999.070864382971,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,30.0,200.0,2.0,1718.0
31,11999.07175952899,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,30.0,200.0,3.0,1719.0
31,11998.913121516043,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,30.0,200.0,4.0,1720.0
31,11997.930303254143,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,30.0,200.0,5.0,1721.0
31,11999.940972598639,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,30.0,200.0,6.0,1722.0
31,11999.73506224012,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,30.0,200.0,7.0,1723.0
31,11999.33168488298,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,30.0,200.0,8.0,1724.0
32,23999.620842178385,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,30.0,400.0,1.0,1717.0
32,16121.304994407668,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.4,16.0,0.0,30.0,400.0,2.0,1718.0
32,23998.676188407306,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,30.0,400.0,3.0,1719.0
32,23999.421180129597,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,30.0,400.0,4.0,1720.0
32,23998.370316268072,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,30.0,400.0,5.0,1721.0
32,17877.6401918165,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.4,16.0,0.0,30.0,400.0,6.0,1722.0
32,23999.52719875476,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,30.0,400.0,7.0,1723.0
32,23999.95678126849,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,30.0,400.0,8.0,1724.0
33,11999.9131637216,40.0,0.0,0.0,,4.547473508866709e-13,0.6,24.0,0.0,30.0,200.0,1.0,1717.0
33,11999.070864382971,40.0,0.0,0.0,,4.547473508866709e-13,0.6,24.0,0.0,30.0,200.0,2.0,1718.0
33,11999.07175952899,40.0,2.1785271563743264e-09,0.0,,4.547473508866709e-13,0.6,24.0,2.6140303679418174e-05,30.0,200.0,3.0,1719.0
33,11998.913121516043,40.0,0.0,0.0,,4.547473508866709e-13,0.6,24.0,0.0,30.0,200.0,4.0,1720.0
33,11997.930303254143,40.0,2.483579076488865e-09,0.0,,4.547473508866709e-13,0.6,24.0,2.9797808662333693e-05,30.0,200.0,5.0,1721.0
33,11999.940972598639,40.0,0.0,0.0,,4.547473508866709e-13,0.6,24.0,0.0,30.0,200.0,6.0,1722.0
33,11999.73506224012,40.0,3.6869408731485878e-09,0.0,,4.547473508866709e-13,0.6,24.0,4.424231366792731e-05,30.0,200.0,7.0,1723.0
33,11999.33168488298,40.0,7.248310238432422e-09,0.0,,4.547473508866709e-13,0.6,24.0,8.697487870588386e-05,30.0,200.0,8.0,1724.0
34,23999.620842178385,40.0,7.475743014977678e-09,0.0,,4.547473508866709e-13,0.6,24.0,0.00017941499787302775,30.0,400.0,1.0,1717.0
34,23999.49609336207,40.0,4.884842180184229e-11,0.0,,4.547473508866709e-13,0.6,24.0,1.1723375082002167e-06,30.0,400.0,2.0,1718.0
34,23998.676188407306,40.0,1.2077808601900335e-10,0.0,,4.547473508866709e-13,0.6,24.0,2.898514177025665e-06,30.0,400.0,3.0,1719.0
34,23999.421180129597,40.0,1.517950285903882e-09,0.0,,4.547473508866709e-13,0.6,24.0,3.6429928241905405e-05,30.0,400.0,4.0,1720.0
34,23998.370316268072,40.0,0.0,0.0,,4.547473508866709e-13,0.6,24.0,0.0,30.0,400.0,5.0,1721.0
34,23999.01555323142,40.0,2.706918379073423e-10,0.0,,4.547473508866709e-13,0.6,24.0,6.4963376280711055e-06,30.0,400.0,6.0,1722.0
34,23999.52719875476,40.0,0.0,0.0,,4.547473508866709e-13,0.6,24.0,0.0,30.0,400.0,7.0,1723.0
34,23999.95678126849,40.0,1.2385007915027893e-09,0.0,,4.547473508866709e-13,0.6,24.0,2.972396546963376e-05,30.0,400.0,8.0,1724.0
