,rhos,K,nparticles,nmeantimes,multiplier,buffer_size_activation,buffer_size_activation_value,rep,seed,integral,E(T),n(ET),PMC(K),time(MC),n(MC),n(RT),PFV(K),time(FV),n(FV),n(PT),Pr(K),ratio_mc_fv_time,ratio_mc_fv_events
1,[0.7],40,2000,50,1,0.2,8,1,1313,0.0,56.831913378633686,2513,0.0,324289.55400073447,455158,9601,0.0,292238.8518960207,455158,21277,1.9100425795336106e-07,1.1096729674948131,1.0
2,[0.7],40,2000,50,1,0.2,8,2,1323,0.0,56.88268898440117,2510,0.0,324752.1835715189,456002,9707,0.0,293047.4369653183,456002,21360,1.9100425795336106e-07,1.1081898102727745,1.0
3,[0.7],40,2000,50,1,0.2,8,3,1333,8.965915880177883e-06,54.528692721975176,2615,0.0,326347.10120544315,455588,9907,1.64425652488907e-07,293188.05653073045,455588,21170,1.9100425795336106e-07,1.1130982109813097,1.0
4,[0.7],40,2000,50,1,0.2,8,4,1343,0.0,57.82137719144508,2470,0.0,324194.3396811421,454514,9689,0.0,292495.4234509919,454514,20923,1.9100425795336106e-07,1.1083740588353561,1.0
5,[0.7],40,2000,50,1,0.2,8,5,1353,0.0,56.24867787864022,2534,0.0,322305.16863651597,452072,9434,0.0,291851.637304673,452072,21478,1.9100425795336106e-07,1.10434593279342,1.0
6,[0.7],40,2000,50,1,0.2,8,6,1363,0.0,56.19460697655857,2538,1.7850015619152896e-05,324105.003055394,454935,9768,0.0,292582.6535906052,454935,21078,1.9100425795336106e-07,1.107738271828296,1.0
7,[0.7],40,2000,50,1,0.2,8,7,1373,2.9197733962973882e-06,65.82954455844806,2170,0.0,323404.7010975322,453371,9478,4.4353540889304034e-08,292411.59545237373,453371,20813,1.9100425795336106e-07,1.105991370134316,1.0
8,[0.7],40,2000,50,1,0.2,8,8,1383,0.0,56.32191722794934,2526,0.0,323463.1442171169,454184,9684,0.0,292091.01682991994,454184,20936,1.9100425795336106e-07,1.107405314027389,1.0
9,[0.7],40,2000,50,1,0.4,16,1,1313,0.00012518238537936673,1069.0797572327965,125,0.0,318527.0439105442,455160,502,1.1709358869855371e-07,292238.8518960207,455160,21277,1.9100425795336106e-07,1.089954473349344,1.0
10,[0.7],40,2000,50,1,0.4,16,2,1323,7.722235474381729e-05,1061.3731184961964,127,0.0,316625.5857131806,455984,455,7.275702898263484e-08,293047.4369653183,455984,21360,1.9100425795336106e-07,1.0804584711336436,1.0
11,[0.7],40,2000,50,1,0.4,16,3,1333,0.0002612581288528803,1130.5556900704894,124,0.0,325512.8093867696,455607,586,2.3108824372604858e-07,293188.05653073045,455607,21171,1.9100425795336106e-07,1.110252625016637,1.0
12,[0.7],40,2000,50,1,0.4,16,4,1343,0.00010718660091928958,905.5304956875259,155,0.0,320408.2764455731,454782,638,1.1836884724451817e-07,292495.4234509919,454782,20963,1.9100425795336106e-07,1.0954300503756702,1.0
13,[0.7],40,2000,50,1,0.4,16,5,1353,3.239802913035606e-05,1037.1217798487778,137,0.0,308141.9736248333,452101,648,3.1238403975162884e-08,291851.637304673,452101,21478,1.9100425795336106e-07,1.055817183246275,1.0
14,[0.7],40,2000,50,1,0.4,16,6,1363,0.00033207089759776175,1130.7868608207489,123,1.7955565397914332e-05,322199.7881200879,454236,641,2.9366356216479005e-07,292179.2679753859,454236,21078,1.9100425795336106e-07,1.1027469209322238,1.0
15,[0.7],40,2000,50,1,0.4,16,7,1373,0.00017063568536723135,1135.6091294040175,125,0.0,321995.9887493075,453379,529,1.5025917012201476e-07,292411.59545237373,453379,20813,1.9100425795336106e-07,1.1011738034914977,1.0
16,[0.7],40,2000,50,1,0.4,16,8,1383,6.538585461059435e-05,1276.8042755762629,110,0.0,322963.24406260287,454190,580,5.121055424182662e-08,292091.01682991994,454190,20936,1.9100425795336106e-07,1.1056938606593962,1.0
17,[0.7],40,2000,50,1,0.5,20,1,1313,0.00045423241365828655,5464.18498670254,23,0.0,279069.3625629475,454498,111,8.312903292324317e-08,292238.8518960207,454498,20917,1.9100425795336106e-07,0.9549358709575039,1.0
18,[0.7],40,2000,50,1,0.5,20,2,1323,0.00043175953542418127,3738.6715938392917,35,0.0,307197.09318693815,455911,153,1.1548474493872345e-07,293047.4369653183,455911,21518,1.9100425795336106e-07,1.0482845247450312,1.0
19,[0.7],40,2000,50,1,0.5,20,3,1333,0.0008249817400618457,5315.116977606794,23,0.0,320980.94220569363,455557,117,1.55214220785279e-07,293046.89152641234,455557,21479,1.9100425795336106e-07,1.0953228015276988,1.0
20,[0.7],40,2000,50,1,0.5,20,4,1343,0.0008451141390992848,4742.135415868274,29,0.0,310009.2492204003,454945,178,1.7821383511557658e-07,292495.4234509919,454945,21066,1.9100425795336106e-07,1.059877264275702,1.0
21,[0.7],40,2000,50,1,0.5,20,5,1353,0.0010278859265575515,4982.18474839302,24,0.0,298796.14056286926,453937,183,2.0631228636976806e-07,292520.8394190434,453937,21036,1.9100425795336106e-07,1.021452492602882,1.0
22,[0.7],40,2000,50,1,0.5,20,6,1363,0.0007631399341087921,5765.436215297577,24,1.913814319239243e-05,302290.5257122371,454093,148,1.323646478099842e-07,292175.81633836473,454093,21161,1.9100425795336106e-07,1.034618571450002,1.0
23,[0.7],40,2000,50,1,0.5,20,7,1373,0.0007003113422918229,3236.9042007967964,40,0.0,323787.3308861056,453944,158,2.163521991535722e-07,292582.2134479021,453944,21309,1.9100425795336106e-07,1.1066541847177596,1.0
24,[0.7],40,2000,50,1,0.5,20,8,1383,0.00032693055675379103,4183.469972619986,28,0.0,315830.39150464255,453999,184,7.814817816154753e-08,292091.01682991994,453999,21395,1.9100425795336106e-07,1.0812738951453125,1.0
25,[0.7],40,2000,50,1,0.6,24,1,1313,0.002921151960760916,5.825239423029675,1,0.0,222611.06134639282,454635,23,0.0005014647036158457,292235.3719654769,454635,21094,1.9100425795336106e-07,0.7617526237470352,1.0
26,[0.7],40,2000,50,1,0.6,24,2,1323,0.0031514886145841306,12849.831802616503,10,0.0,236909.0710920196,454447,37,2.4525524248048284e-07,292391.40559705195,454447,21553,1.9100425795336106e-07,0.810246356620026,1.0
27,[0.7],40,2000,50,1,0.6,24,3,1333,0.002504946848915492,2852.9929706131784,14,0.0,214520.36492624637,455058,21,8.7800666693445e-07,292554.8439724636,455058,21355,1.9100425795336106e-07,0.733265469179645,1.0
28,[0.7],40,2000,50,1,0.6,24,4,1343,0.002989723079565457,39097.6569173994,1,0.0,309993.0482212791,455027,79,7.646808825096008e-08,292495.4234509919,455027,21191,1.9100425795336106e-07,1.0598218753778859,1.0
29,[0.7],40,2000,50,1,0.6,24,5,1353,0.004582784161744764,39851.652043967544,3,0.0,287993.3816301224,454421,52,1.1499608991588775e-07,292483.3114551349,454421,21531,1.9100425795336106e-07,0.9846489367113817,1.0
30,[0.7],40,2000,50,1,0.6,24,6,1363,0.003205492035656846,8768.26813421614,4,2.9320646771592352e-05,197310.7691604373,454236,32,3.6557869656701693e-07,292167.5584186462,454236,21189,1.9100425795336106e-07,0.6753342849848892,1.0
31,[0.7],40,2000,50,1,0.6,24,7,1373,0.003441468499748447,9411.487619687918,5,0.0,274114.54370235733,453926,33,3.656667934779226e-07,292567.8857265091,453926,21250,1.9100425795336106e-07,0.9369262898478138,1.0
32,[0.7],40,2000,50,1,0.6,24,8,1383,0.0031723756629620107,5610.561363344694,7,0.0,269005.2928487244,453212,52,5.654292783763126e-07,292158.36234324146,453212,21388,1.9100425795336106e-07,0.9207516454130594,1.0
